source_file,number_of_repos,repose_angle,total_vol_est,total_vol_ste,flux_out_obs,flux_out_obs_ste,flux_out_est,flux_out_est_ste,flux_in_obs,flux_in_obs_ste,flux_in_est,flux_in_est_ste
all_gangareps_4_23.csv,1179,25,5146615.18400347,37939.9090526965,-33614.8721894015,895.891602301104,-179355.673514059,3569.12996692199,29648.1367537557,961.08262584632,100622.641246618,4113.5401353965
all_gangareps_4_23.csv,1179,30,6373253.79637675,51369.27303853,-41635.9411740964,1094.26514808091,-222191.696589122,4619.88290018258,36729.6416444862,1142.42011885117,125232.525502292,4362.34746568506
all_gangareps_4_23.csv,1179,35,7729112.58395828,55501.1654908971,-50450.6642705573,1425.51406949953,-268731.593831706,5387.86149577758,44486.413042046,1433.45588336261,151549.935655288,5691.46764671706
GangaReps_2015pts.csv,603,25,2517502.5582586,24273.4615927663,-16442.9481721082,449.988038940232,-87733.0732465217,1829.02216870709,14502.5919865103,478.681792387948,49220.2637462484,2035.28434269187
GangaReps_2015pts.csv,603,30,3117271.44998966,35338.5769022308,-20364.8771667067,559.303420163785,-108677.898971449,2420.05146162783,17965.1190623854,576.838407892697,61253.4489965446,2188.86099780293
GangaReps_2015pts.csv,603,35,3792277.42623013,41519.5985664591,-24753.5422952227,728.731935025585,-131852.751002485,2859.34051935712,21827.1914298993,726.089169340151,74357.7472431962,2859.33130115221
GangaReps_0910pts.csv,661,25,283769.171546551,7908.8753121824,-1853.42484172472,70.1552080234538,-9889.14248795017,330.723065598358,1634.71075721026,68.8377069433516,5548.03546107893,271.439177048434
GangaReps_0910pts.csv,661,30,349972.106363132,10735.325968713,-2286.33889354821,90.4970931379181,-12201.1296829103,441.319911326906,2016.92109917098,86.5962933730458,6876.84691925,314.339172228305
GangaReps_0910pts.csv,661,35,425429.711707874,11733.0717257573,-2776.93089898065,107.816307250583,-14791.6598766984,493.036876956667,2448.64357580655,102.356080544472,8341.68796673903,384.029355550747
